ï»¿ID,Target,Tweet,Stance
"
2437",Legalization of Abortion,good morning patriot let u continue pray great nation unborn great day god given u ccot semst,AGAINST
"
2438",Legalization of Abortion,child greatest blessing god bestowed man woman pope francis lifeisagift semst,AGAINST
"
2439",Legalization of Abortion,greatest mistake nothing little humandignity semst,NONE
"
2440",Legalization of Abortion,good morning justintrudeau plan tell wadepeiliberal woman pei deserve right choose cdnpoli peipoli semst,FAVOR
"
2441",Legalization of Abortion,excellent speed dating ethic discussion today yr class morality semst,NONE
"
2442",Legalization of Abortion,sinnfeinireland sinnfein voted kill unborn sick child semst,AGAINST
"
2443",Legalization of Abortion,slaying soul offered son shed blood infant augustine psalm semst,AGAINST
"
2444",Legalization of Abortion,bravo beautifully explained hold humantrafficking bill senblumenthal dickdurbin womensrights righttochoose semst,FAVOR
"
2445",Legalization of Abortion,free country freedom includes freedom choice semst,FAVOR
"
2446",Legalization of Abortion,unthinkable shameful acceptable encouraged desirable evolution killing defenseless msnbc jemimakirke semst,AGAINST
"
2447",Legalization of Abortion,thank another day life lord christian catholic teamjesus semst,AGAINST
"
2448",Legalization of Abortion,adammyerson quarq sent mine two day ago expect back two day quick turnaround great customer service semst,NONE
"
2449",Legalization of Abortion,dwstweets repdwstweets seven pound baby murderer bad mom operation baby democrat loser semst,AGAINST
"
2450",Legalization of Abortion,wh motherhood wage penalty pay em kid pay em kill premature baby wtf point libs pjnet semst,AGAINST
"
2451",Legalization of Abortion,hillary want champion woman unless unborn semst,AGAINST
"
2452",Legalization of Abortion,like really need walk past bunch aborted baby get union get peripheral semst,AGAINST
"
2453",Legalization of Abortion,follow patriot msmistinichole thanks following back truth liberty justice proisrael wakeupamerica freeamirnow semst,NONE
"
2454",Legalization of Abortion,think marcus slightly scared radical liberal side feministally semst,NONE
"
2455",Legalization of Abortion,one day gonna set abortion clinic fire anyone wanna join semst,AGAINST
"
2456",Legalization of Abortion,ready abortion debate semst,NONE
"
2457",Legalization of Abortion,bitch scared kill little cockroach house quick kill baby semst,AGAINST
"
2458",Legalization of Abortion,tonylee make decision mean need harass goodbye freedom semst,NONE
"
2459",Legalization of Abortion,gas increase self mutilation tattoo piercing drugging eating suicide violence waleg semst,NONE
"
2460",Legalization of Abortion,took god discipline tobacco made airtight filled home w co cuz energy climate lie evil energy use soared semst,NONE
"
2461",Legalization of Abortion,plannedparenthood agenda money killing baby big business minority genocide result ccot semst,AGAINST
"
2462",Legalization of Abortion,rt ny life rt ready help u defeat assistedsuicidelike defeated abortionexpansion nopasny semst,AGAINST
"
2463",Legalization of Abortion,loriisright dwmcaliley litazahn yup one many reason changed party semst,NONE
"
2464",Legalization of Abortion,oh look antichoice strongly pregnant people human right also homophobic shocker semst,FAVOR
"
2465",Legalization of Abortion,kill ur child fear poverty provide u indeed killing ever great sin quran semst,AGAINST
"
2466",Legalization of Abortion,still waiting libs explain premeditated murder premature baby reproductive healthcare ccot semst,AGAINST
"
2467",Legalization of Abortion,mrsdrjim know wrp brianjeanwrp tried get personhood going via federal motion semst,NONE
"
2468",Legalization of Abortion,ironic im sitting ppact swiping tinder right semst,NONE
"
2469",Legalization of Abortion,explicit ceans adoption chooses let live obviously huge difference see right adoption semst,AGAINST
"
2470",Legalization of Abortion,bruvvereccles telegraph david cameron despair want grandchild luxury item catholic semst,AGAINST
"
2471",Legalization of Abortion,snitfit baby body decision effect life way none business semst,FAVOR
"
2472",Legalization of Abortion,obamcare loses supreme court religious freedom win scotus tcot semst,NONE
"
2473",Legalization of Abortion,people never spoke nazi world war ii likely live let live people fb semst,NONE
"
2474",Legalization of Abortion,like ya try push view anyway remain semst,NONE
"
2475",Legalization of Abortion,prowomanchoice exactly apology needed fundamentalist kind stop apology right p semst,FAVOR
"
2476",Legalization of Abortion,wow people r upset black man killed would knew blackkids killed baltimoreriots semst,NONE
"
2477",Legalization of Abortion,showtruth absurd refer healthcare save pregnant people life killing semst,FAVOR
"
2478",Legalization of Abortion,golfproyyc every time taylormadegolf pop think posting dyslexic oneinthesame semst,NONE
"
2479",Legalization of Abortion,beckaviau mikeredmondndp duh planned pregnancy around election date new fad get time semst,NONE
"
2480",Legalization of Abortion,please join u pray end global holocaust abortion semst,AGAINST
"
2481",Legalization of Abortion,showtruth explain would consider medical procedure leaf patient healthy happy killing semst,FAVOR
"
2482",Legalization of Abortion,notmuchelse want freedom murder baby rip limb limb change subject libertarian semst,AGAINST
"
2483",Legalization of Abortion,codeinediva like said weak strong christian wewillovercome semst,AGAINST
"
2484",Legalization of Abortion,prowomanchoice forcing woman change body normal function epitome controlling woman semst,AGAINST
"
2485",Legalization of Abortion,watching teen mom watching farrah bitch make believe abortion much semst,FAVOR
"
2486",Legalization of Abortion,amliventv morally wrong life sacred giver onlyhim alone take haveyoursay semst,AGAINST
"
2487",Legalization of Abortion,stevestfler many people taking seriously semst,NONE
"
2488",Legalization of Abortion,brain heart unique dna mother alive human please kill semst,AGAINST
"
2489",Legalization of Abortion,agree choice woman life danger rape baby deserve death crime father helpbillcoleman semst,AGAINST
"
2490",Legalization of Abortion,lifenewshq could happened past make cruel frighteningly hard hearted woman waronwomen semst,NONE
"
2491",Legalization of Abortion,joining u studio amos josh music career kobi kihara band semst,NONE
"
2492",Legalization of Abortion,giannaberettamo giamolla sphcs news happy feast st gianna beretta molla may pray u semst,AGAINST
"
2493",Legalization of Abortion,kingdom founded violence long control vice brought n existence commentary judge barackobama semst,NONE
"
2494",Legalization of Abortion,pro choice meaningless say mean stand right choose kill semst,AGAINST
"
2495",Legalization of Abortion,kudos mentality belief people dumb enough use protection mature enough take care baby semst,FAVOR
"
2496",Legalization of Abortion,please pray mercy andrewchan myuransukumaran istandformercy keephopealive bali semst,NONE
"
2497",Legalization of Abortion,want sit corner cry wish thicker skinned feminist shit personal mybodymyrights semst,FAVOR
"
2498",Legalization of Abortion,refuse stop praying end abortion semst,AGAINST
"
2499",Legalization of Abortion,smalldoctor postinor popularly used semst,NONE
"
2500",Legalization of Abortion,mint listening glennbeck live talking margaretsanger total evil even pro abortion semst,AGAINST
"
2501",Legalization of Abortion,waynesense check putting nicely margaretsanger semst,NONE
"
2502",Legalization of Abortion,prolifeliberty yes reasoning horrible talking abortion death semst,FAVOR
"
2503",Legalization of Abortion,terrible golf last couple day go note one semst,NONE
"
2504",Legalization of Abortion,idiot would feel mom aborted nothing cause would fucking dead semst,AGAINST
"
2505",Legalization of Abortion,lifenewshq wks late able termination opinion triplet baby bunch cell semst,AGAINST
"
2506",Legalization of Abortion,dude freeshirt abort never win anything lol abort semst,NONE
"
2507",Legalization of Abortion,praying innocent lady victim hope execution proceed notodeathpenalty savemaryjaneveloso semst,NONE
"
2508",Legalization of Abortion,annejp problem birth control go free thing solution murder good idea semst,AGAINST
"
2509",Legalization of Abortion,politicspizza rebeccahlouise prolifeyouth woman independent making choice semst,FAVOR
"
2510",Legalization of Abortion,abortion responsible choice woman chooses semst,FAVOR
"
2511",Legalization of Abortion,charulife explained keep baby business helped get medicaid wic semst,AGAINST
"
2512",Legalization of Abortion,today ab passed committee judiciary let know help semst,NONE
"
2513",Legalization of Abortion,wildchild u want limit doctor choice force help w abortion want protect life human dignity semst,AGAINST
"
2514",Legalization of Abortion,meme like last reddit thread earth ageofultron lifeadvice protip propeller propane andpropaneaccessories semst,NONE
"
2515",Legalization of Abortion,wildchild even sense abortion healthcare every abortion least one human lie semst,AGAINST
"
2516",Legalization of Abortion,wildchild typo meant say dy every abortion least one human dy semst,AGAINST
"
2517",Legalization of Abortion,rosaryrevival prayer best wish st catherine sienna wednesday say eastertide glorious mystery usual semst,NONE
"
2518",Legalization of Abortion,inching toward diabetes supporting prochoicemass chocolatemadness mapoli semst,FAVOR
"
2519",Legalization of Abortion,preach black sheriff say blacklivesmatter protest abortion clinic chooselife alllivesmatter semst,AGAINST
"
2520",Legalization of Abortion,ayoungjfk choice mark profeminist semst,FAVOR
"
2521",Legalization of Abortion,rt gbforchoice abortion responsible choice woman chooses semst,FAVOR
"
2522",Legalization of Abortion,blacklivesmatter unless pre born black life matter abortionismurder liberallogic semst,AGAINST
"
2523",Legalization of Abortion,today grateful reproductiverights allow many family escape poverty abvote semst,FAVOR
"
2524",Legalization of Abortion,much feminist pro choicer simply carry belief logical conclusion faminism yesallwomen semst,AGAINST
"
2525",Legalization of Abortion,emrata u become lib u made hollywood blacklivesdontmatter whitebrunch semst,NONE
"
2526",Legalization of Abortion,stuart goodcounselnet thank goodness politician saw sense recognised woman right body semst,FAVOR
"
2527",Legalization of Abortion,rt rogeriscatholic save baby human waar semst,AGAINST
"
2528",Legalization of Abortion,rt dogsofgod fight unborn semst,AGAINST
"
2529",Legalization of Abortion,prolifegen abolish abortion lifetime prolifefuture tcot semst,AGAINST
"
2530",Legalization of Abortion,abortion make un pregnant make mother dead child isright semst,AGAINST
"
2531",Legalization of Abortion,abortion nothing feminism baby body isright semst,AGAINST
"
2532",Legalization of Abortion,peiacsw please consider status preborn girl vulnerable woman society peivotes semst,AGAINST
"
2533",Legalization of Abortion,abc houston let obama control action progressive destroyed black community lbj clinton drug semst,NONE
"
2534",Legalization of Abortion,pro life legislative day party lansing today see sopumpedgen semst,AGAINST
"
2535",Legalization of Abortion,truly believe blacklivesmatter planned parenthood ycot semst,AGAINST
"
2536",Legalization of Abortion,rt frcharles giannaberettamo giamolla sphcs news happy feast st gianna beretta molla may pray u semst,NONE
"
2537",Legalization of Abortion,believe narrative black life matter black life matter time blackonblackviolence semst,NONE
"
2538",Legalization of Abortion,hillaryclinton guess mean happy pro life never aborted child hypocrisy semst,AGAINST
"
2539",Legalization of Abortion,people pregnant pro choice people kid pro choice people uterus semst,FAVOR
"
2540",Legalization of Abortion,lol one choice woman come abortion men even able vote issue semst,FAVOR
"
2541",Legalization of Abortion,listening reggielittlejhn speak work leading womensrights without frontier inspiring aul jeanneanemaxon semst,NONE
"
2542",Legalization of Abortion,reduce abortion making illegal sex education caring pregnant person semst,FAVOR
"
2543",Legalization of Abortion,know best health know best happiness know best well semst,FAVOR
"
2544",Legalization of Abortion,changing ci nomative atmosphere difficult semst,NONE
"
2545",Legalization of Abortion,stand people pro life stillborn loss semst,FAVOR
"
2546",Legalization of Abortion,crushthecfr yes heard first time tweeted six kid probably also semst,NONE
"
2547",Legalization of Abortion,must provide demonstrated sexual training preparation marriage coming woman sexed marriage book semst,NONE
"
2548",Legalization of Abortion,emilybeaulieu maybe want semst,NONE
"
2549",Legalization of Abortion,know best happiness body semst,FAVOR
"
2550",Legalization of Abortion,niall good thing dup consistently said murder wrong sf pro murder still semst,AGAINST
"
2551",Legalization of Abortion,word meant trigger strong emotional response well medical inaccuracy misogyny semst,NONE
"
2552",Legalization of Abortion,know best know best well know best life semst,NONE
"
2553",Legalization of Abortion,life worth lot believe compassionate politician doctor friend tell otherwise matter semst,AGAINST
"
2554",Legalization of Abortion,charlescwcooke hillaryclinton born semst,NONE
"
2555",Legalization of Abortion,last get past must abortion provider dismember fetus alive sound hideously inhumane semst,AGAINST
"
2556",Legalization of Abortion,praise district court judge larry hendricks blocking ridiculous anti abortion law kansa semst,FAVOR
"
2557",Legalization of Abortion,scottwalker go along world law god men semst,AGAINST
"
2558",Legalization of Abortion,lonz lifenewshq captor already born longer part body pregnant woman difference semst,FAVOR
"
2559",Legalization of Abortion,right choose thats lie baby choose die prolifeyouthgen semst,AGAINST
"
2560",Legalization of Abortion,yourbody choice youthgen semst,FAVOR
"
2561",Legalization of Abortion,person value determined size prolifegen prolifeyouth semst,AGAINST
"
2562",Legalization of Abortion,formed womb knew prolifegen prolifeyouth god semst,AGAINST
"
2563",Legalization of Abortion,even smallest person change course future youthgen semst,AGAINST
"
2564",Legalization of Abortion,right control one body license kill youth semst,AGAINST
"
2565",Legalization of Abortion,pregnant woman head heart arm leg prolifeyouth prolifegen didntthinkso semst,AGAINST
"
2566",Legalization of Abortion,right life first among humanrights pope francisyouthgen semst,AGAINST
"
2567",Legalization of Abortion,god given right live place inside mother phil robertsonyouthgen semst,AGAINST
"
2568",Legalization of Abortion,since roevwade generation aborted right youthgen semst,AGAINST
"
2569",Legalization of Abortion,poverty decide child must die may live wish mother teresa prolifeyouth prolifegen semst,AGAINST
"
2570",Legalization of Abortion,many child like saying many flower mother teresa prolifeyouth semst,AGAINST
"
2571",Legalization of Abortion,pretend tree save baby everywhereyouthgen semst,AGAINST
"
2572",Legalization of Abortion,human life ppfa problem u youth itisahumanlife semst,AGAINST
"
2573",Legalization of Abortion,go looking life planet stop killing life one prolifeyouth prolifegen semst,AGAINST
"
2574",Legalization of Abortion,answer crisis pregnancy eliminate crisis child youthgen semst,AGAINST
"
2575",Legalization of Abortion,amen say whatever one least brother mine mt prolifeyouth semst,AGAINST
"
2576",Legalization of Abortion,jesus love child world born unborn youth semst,AGAINST
"
2577",Legalization of Abortion,prolifeyouth know human life human life inside womb semst,AGAINST
"
2578",Legalization of Abortion,call extremist think dismembering baby wrong youthgen semst,AGAINST
"
2579",Legalization of Abortion,others whatever would law prophet mt prolifeyouth semst,AGAINST
"
2580",Legalization of Abortion,dardenmba former fetus oppose prolifeyouth semst,AGAINST
"
2581",Legalization of Abortion,eliminated murder call different name prolifeyouth prolifegen semst,AGAINST
"
2582",Legalization of Abortion,one pro life two little bit louder three still hear four moreyouth semst,AGAINST
"
2583",Legalization of Abortion,kilcurry still waiting answer instead wealding authority put stop disobey government semst,NONE
"
2584",Legalization of Abortion,woman cannot conceive proudly beg reconsider killing die prolifeyouth semst,AGAINST
"
2585",Legalization of Abortion,without life right liberty pursuit happiness possible prolifeyouth alllivesmatter semst,AGAINST
"
2586",Legalization of Abortion,abortion legal nine month canada part usa prolifeyouth semst,AGAINST
"
2587",Legalization of Abortion,kilcurry hospital signed legislation semst,NONE
"
2588",Legalization of Abortion,time voice voiceless stand unborn alllivesmatter prolifeyouth chooselife semst,AGAINST
"
2589",Legalization of Abortion,man feel qualified make healthcare decision woman thingsyoudontsayasapolitician semst,AGAINST
"
2590",Legalization of Abortion,debate understanding human dignity mean member human family even tho tiny powerless semst,AGAINST
"
2591",Legalization of Abortion,rt ourbrother nation kill child future abortion bl john paul ii semst,AGAINST
"
2592",Legalization of Abortion,voice unborn babiesyouthgen semst,AGAINST
"
2593",Legalization of Abortion,thr r right w responsibility rt bodily autonomy come w responsibility care unborn child prolifeyouth semst,AGAINST
"
2594",Legalization of Abortion,prolifeyouth know life begin conception semst,AGAINST
"
2595",Legalization of Abortion,justintrudeau also support men wrong well woman right standforchoice womensrights semst,FAVOR
"
2596",Legalization of Abortion,great meeting today two guy know reading tweet welcome team excited expand team sobhy semst,NONE
"
2597",Legalization of Abortion,silence message mock god stop killing generation youth semst,AGAINST
"
2598",Legalization of Abortion,tell woman body thingsyoudontsayasapolitician semst,AGAINST
"
2599",Legalization of Abortion,canada legal definition human based th century science time update prolifeyouth cdnpoli semst,AGAINST
"
2600",Legalization of Abortion,bacteria considered life mar heartbeat considered life earth heartbeat semst,AGAINST
"
2601",Legalization of Abortion,umich unjustified homicide always illegal including prolifeyouth semst,AGAINST
"
2602",Legalization of Abortion,prolifeyouth know human life womb valuable human life outside womb semst,AGAINST
"
2603",Legalization of Abortion,world waking fact killing baby wrong matter prolifeyouth semst,AGAINST
"
2604",Legalization of Abortion,thingsyoudontsayasapolitician personally opposed abortion abortion wrong period youth semst,AGAINST
"
2605",Legalization of Abortion,logicoflife confuse right life right use someone body without consent rapeculture semst,FAVOR
"
2606",Legalization of Abortion,logicoflife think right use someone else body without consent rapeculture semst,FAVOR
"
2607",Legalization of Abortion,logicoflife one advocating punishment would force ppl give birth will rapeculture semst,FAVOR
"
2608",Legalization of Abortion,logicoflife premise wrong nothing earth right use someone body w consent rapeculture semst,FAVOR
"
2609",Legalization of Abortion,ucberkeley thing unforced prolifeyouth semst,AGAINST
"
2610",Legalization of Abortion,ireland unborn child constitutional protection long may continued youth semst,AGAINST
"
2611",Legalization of Abortion,prolifeyouth chill dang proud human right injustice never treated lightly prolifegen semst,AGAINST
"
2612",Legalization of Abortion,prolifeyouth truly feminist would fighting woman life womb alllivesmatter semst,AGAINST
"
2613",Legalization of Abortion,kfadich every sperm apparently sacred entitled use someone body rapeculture worstargumentever semst,FAVOR
"
2614",Legalization of Abortion,k write generation missing changed change future prolifeyouth semst,AGAINST
"
2615",Legalization of Abortion,cause circumstance pregnancy vary one thing unwavering human right life prolifeyouth semst,AGAINST
"
2616",Legalization of Abortion,size level development environment degree dependency affect human value fetus human prolifeyouth semst,AGAINST
"
2617",Legalization of Abortion,nation kill child nation without hope pope saint john paul ii prolifeyouth alllivesmatter semst,AGAINST
"
2618",Legalization of Abortion,abstinence proponent bristolpalin pregnant second child conceives humility mirthcontrol birthcontrol semst,NONE
"
2619",Legalization of Abortion,life body choice womenshealth womensrights semst,FAVOR
"
2620",Legalization of Abortion,candiesorg oops bristol pregnant candy waste u paid ppl send ur semst,NONE
"
2621",Legalization of Abortion,bristol palin want lecture guy job hypocrisy minute semst,NONE
"
2622",Legalization of Abortion,rt esmerald kiczek child greatest blessing god bestowed man woman pope francis semst,AGAINST
"
2623",Legalization of Abortion,body life fuck way prepared kill semst,FAVOR
"
2624",Legalization of Abortion,saadoescatholic american right life liberty pursuitofhappiness dont unborn american semst,AGAINST
"
2625",Legalization of Abortion,messed outraged legal distribute image abortion fine abortion legal trudeau semst,AGAINST
"
2626",Legalization of Abortion,hurt c ppl offended flag symbol death abortion million innocent child flag mississippi semst,AGAINST
"
2627",Legalization of Abortion,dear bristolpalin stop fucking stop choice called abortion take leave quit whining fem semst,FAVOR
"
2628",Legalization of Abortion,ever forget one nation god nation gone reagan christian doglover conservative semst,NONE
"
2629",Legalization of Abortion,rt dave gosh im prolife abortion always taking life chooselife christian prolife semst,AGAINST
"
2630",Legalization of Abortion,one fenna die heat watch semst,NONE
"
2631",Legalization of Abortion,today catch tjbballcamp basketball camp work youthbuilding thejourney semst,NONE
"
2632",Legalization of Abortion,live murder speechless rage hurt complete disgust finding v hard hold tongue semst,AGAINST
"
2633",Legalization of Abortion,annalomla one step forward right direction semst,NONE
"
2634",Legalization of Abortion,baby blessing bristolsblog thank loving preaching semst,AGAINST
"
2635",Legalization of Abortion,undergirding every important issue today truth marriage racism gender semst,NONE
"
2636",Legalization of Abortion,good friday morning patriot make ur best one ever smile day long lnyhbt rescuepets sot sov nevergiveup semst,NONE
"
2637",Legalization of Abortion,scotus decision homosex lity based marriage carry much moral authority past decision roe v wade anti truth semst,AGAINST
"
2638",Legalization of Abortion,dear scotus deemed constitutional defend right people get ruling abolish abortion semst,AGAINST
"
2639",Legalization of Abortion,like abortion even though scotus say gay marriage legal make moral scotusmarriage freedomofreligion semst,AGAINST
"
2640",Legalization of Abortion,woe call evil good good evil isaiah scotusmarriage semst,NONE
"
2641",Legalization of Abortion,mother advising daughter abort insane unacceptable condom itsnotonitsnotsafe semst,AGAINST
"
2642",Legalization of Abortion,continue say god bless america country continues approve glorify thing opposition ssm semst,AGAINST
"
2643",Legalization of Abortion,bristolsblog second wedlock pregnancy want lecture want give stunnng semst,NONE
"
2644",Legalization of Abortion,lifemattersjrnl whose body right use w consent still waiting rapeculture semst,FAVOR
"
2645",Legalization of Abortion,would mother advice daughter abort shame responsibility truly best advice itsnotonitsnotsafe semst,AGAINST
"
2646",Legalization of Abortion,rt stmothertheresa anything destroys god gift motherhood destroys precious gift woman motherteresa semst,AGAINST
"
2647",Legalization of Abortion,well marriage way focus abolishing abortion stoping murder unborn child semst,AGAINST
"
2648",Legalization of Abortion,hey bristolpalin alaska asked promote wide open space pretty sure talking state semst,NONE
"
2649",Legalization of Abortion,side note think smtg wrong mean everyone else live accd belief semst,NONE
"
2650",Legalization of Abortion,woah hashtag put rainbow heart weird butimnotgay semst,NONE
"
2651",Legalization of Abortion,refuse comply w bad law scotus forced law u make right force bad law u semst,NONE
"
2652",Legalization of Abortion,owned woman work planned parenthood factsonly semst,AGAINST
"
2653",Legalization of Abortion,getting old maybe stop calling embryo fetus baby semst,FAVOR
"
2654",Legalization of Abortion,hannahwilhoit paigem done convo go semst,NONE
"
2655",Legalization of Abortion,ok handle something little important like murder semst,AGAINST
"
2656",Legalization of Abortion,whitehouse potus child except million aborted everylifematters semst,AGAINST
"
2657",Legalization of Abortion,solution see potus scotus tyranny articlev federalistpapers scotuscare gaymarriage wtf semst,NONE
"
2658",Legalization of Abortion,gregabbott tx god define anything right bigot trying stick closed minded agenda bigot semst,NONE
"
2659",Legalization of Abortion,brilliant lovewins extend equality woman right abortionrights semst,FAVOR
"
2660",Legalization of Abortion,life precious baby mother father please support sanctity human life think semst,AGAINST
"
2661",Legalization of Abortion,made sex marriage legal make abortion illegal wrong world adamandevenotadamandsteve semst,AGAINST
"
2662",Legalization of Abortion,potus every child matter regardless skin color nation continuously keep aborting alllivesmatter semst,AGAINST
"
2663",Legalization of Abortion,need give woman everywhere rightful choice semst,FAVOR
"
2664",Legalization of Abortion,selfish men everywhere birthcontrolhelpedme cheat wife found anyway marriage destroyed semst,NONE
"
2665",Legalization of Abortion,unborn child right semst,AGAINST
"
2666",Legalization of Abortion,alright scotus next order business overturning roevwade semst,AGAINST
"
2667",Legalization of Abortion,great sex marriage made legal long take make abortion illegal semst,AGAINST
"
2668",Legalization of Abortion,thereadclub wear shoe know hurt pro life thereadclub semst,AGAINST
"
2669",Legalization of Abortion,good reminder million child never granted opportunity share air breath equality semst,AGAINST
"
2670",Legalization of Abortion,people believe every child entitled life liberty barackobama yet abortion still legal semst,AGAINST
"
2671",Legalization of Abortion,bristolpalin proof abstinence education work affordable access contraception semst,NONE
"
2672",Legalization of Abortion,abelitomiranda million aborted child let fix lovewins semst,AGAINST
"
2673",Legalization of Abortion,scullybones amnestyireland nowhere seen cause care semst,NONE
"
2674",Legalization of Abortion,okay declaring protecting equality unborn scotus murder semst,AGAINST
"
2675",Legalization of Abortion,think outsmart satan thousand year scotus marriage isi lovewins semst,NONE
"
2676",Legalization of Abortion,erikloomis historian malice hatred child astonishing palin semst,NONE
"
2677",Legalization of Abortion,equal right scotus except unborn ycot overturnroe semst,AGAINST
"
2678",Legalization of Abortion,arkbuilder may disagree love ya man want hard feeling semst,NONE
"
2679",Legalization of Abortion,abstinence spokesmodel brawler bristol palin pregnant happy poor little rich girl hypocrite semst,NONE
"
2680",Legalization of Abortion,want equality let baby live semst,AGAINST
"
2681",Legalization of Abortion,long ending innocent life love nothing semst,AGAINST
"
2682",Legalization of Abortion,good day alive everyone deserves choice marry person love lovewins equalityforall semst,NONE
"
2683",Legalization of Abortion,matter abortion come next semst,NONE
"
2684",Legalization of Abortion,equality state nice step forward better america proudtolove semst,NONE
"
2685",Legalization of Abortion,everyone disagrees always right mind damn business lovewins semst,NONE
"
2686",Legalization of Abortion,bad day kansa conservative ksleg govsambrownback going court scotusmarriage scotuscare schoolfunding sweep semst,NONE
"
2687",Legalization of Abortion,marriage equality start working equal right unborn child semst,AGAINST
"
2688",Legalization of Abortion,web rant show liberal start thinking consequence action polygamy gaymarriage semst,NONE
"
2689",Legalization of Abortion,always put focus energy toward keeping people alive instead deciding get marry semst,AGAINST
"
2690",Legalization of Abortion,barackobama celebrates equality unborn baby killed today let talk real inequality sir lifeequality semst,AGAINST
"
2691",Legalization of Abortion,unfortunate thebriefcase cbs adoption always answer semst,FAVOR
"
2692",Legalization of Abortion,govt supremes saved gay maybe save baby next semst,AGAINST
"
2693",Legalization of Abortion,equal right unborn human could grow lgbt scotus lovewins semst,AGAINST
"
2694",Legalization of Abortion,part celebration dancing butt lgbtqia pride inspired playlist song add list semst,NONE
"
2695",Legalization of Abortion,conspiracyimage thislsamazing actually noone said dont consider life abortion woman doctor semst,FAVOR
"
2696",Legalization of Abortion,slowdoghdfc know god mocked tho blv shd expect judgment thr wr already enuf rzn judge america semst,NONE
"
2697",Legalization of Abortion,reminder take eye scotus yet reprohealth still line womensrights reprojustice reprorights semst,FAVOR
"
2698",Legalization of Abortion,make sure lovewins baby nah semst,AGAINST
"
2699",Legalization of Abortion,caleb lopez legal bro semst,NONE
"
2700",Legalization of Abortion,planted garden pull plant chance bear fruit semst,AGAINST
"
2701",Legalization of Abortion,worldwide r e agent support prolife group u choose nocost proliferealestate yahoo com semst,AGAINST
"
2702",Legalization of Abortion,feel greatest destroyer peace today abortion mother teresa semst,AGAINST
"
2703",Legalization of Abortion,human taken role god racheldolezal caitlynjenner scotusmarriage semst,AGAINST
"
2704",Legalization of Abortion,clinic morning still chase away anti choice nutter harassing patient semst,FAVOR
"
2705",Legalization of Abortion,catniptwoshoes hoursofchaos bindelj men could get pregnant thing would change pretty quickly backoff semst,FAVOR
"
2706",Legalization of Abortion,lifeboatcoffee thanks follow done sb company left w ccot semst,NONE
"
2707",Legalization of Abortion,soprolife want force texan carry pregnancy even produce life semst,FAVOR
"
2708",Legalization of Abortion,could die even born tiny little thing matter semst,AGAINST
"
2709",Legalization of Abortion,rt prolifeyouth scotus say support equality well equality unborn semst,AGAINST
"
2710",Legalization of Abortion,church pro life meeting voice unborn savethebabiesbumpthemanimals godislovesolovewins semst,AGAINST
"
2711",Legalization of Abortion,moment need kind intergenerational dialogue rbg brings irin aspeninstitute spotlight health semst,NONE
"
2712",Legalization of Abortion,deny basic human right life unborn baby lifewins endthediscrimination semst,AGAINST
"
2713",Legalization of Abortion,kc football guy focusing thing matter isi racism immigration chiefskingdom semst,NONE
"
2714",Legalization of Abortion,bigger problem christian sex marriage worldhunger cleanwater sextrafficking slavelabor womensrights thelost semst,NONE
"
2715",Legalization of Abortion,never enough u slogan semst,NONE
"
2716",Legalization of Abortion,glad home nmh scotusmarriage aca semst,NONE
"
2717",Legalization of Abortion,ever notice ppl like cruz say love constitution always one want change aca gaymarriage semst,NONE
"
2718",Legalization of Abortion,vandergraafly keep good work nutter semst,NONE
"
2719",Legalization of Abortion,undeniable inverse correlation woman right choose crime rate womensrights semst,FAVOR
"
2720",Legalization of Abortion,wonder america like focus real issue starvingchildren abuse nationaldebt terrorism semst,NONE
"
2721",Legalization of Abortion,gay marriage murdering unborn always sin god eye ccot tcot jesus bible semst,AGAINST
"
2722",Legalization of Abortion,equality unborn baby get equal chance life equalityfortheunborn semst,AGAINST
"
2723",Legalization of Abortion,nytimes thanks anti choicers woman dealing may also face prosecution semst,FAVOR
"
2724",Legalization of Abortion,abort baby abort one person abort generation semst,AGAINST
"
2725",Legalization of Abortion,abortion wrong side history healer inventor artist wife husband best friend eliminated semst,AGAINST
"
2726",Legalization of Abortion,spent whole day highlight film israel trip post link instagram link ballislife semst,NONE
"
2727",Legalization of Abortion,harry favorite character would still alive semst,NONE
"
2728",Legalization of Abortion,crimsonhotmess need input thanks womanschoice controlyourownbody semst,FAVOR
"
2729",Legalization of Abortion,america still one nation god violence racism samesex lustwins populationcontrol hate atheism secularism semst,AGAINST
"
2730",Legalization of Abortion,thanks jeffrey addison kudos volvocarsaus caring safety unborn child auspol semst,AGAINST
"
2731",Legalization of Abortion,rt advocatesoflife rt prolifeyouth adopting child cost aborting one adoptionclini semst,AGAINST
"
2732",Legalization of Abortion,bday always grateful bio parent gave adoption nochoiceisevereasy semst,AGAINST
"
2733",Legalization of Abortion,like cannibalism abortion comparing egg loving chicken cannibalism analogy semst,AGAINST
"
2734",Legalization of Abortion,followfidf god law truth supressed thing eternal gaymarriage lovewins semst,NONE
"
2735",Legalization of Abortion,never ever legal abortion murder wrong abortionismurder healthcare must semst,AGAINST
"
2736",Legalization of Abortion,accept mother kill even child tell people kill one another semst,AGAINST
"
2737",Legalization of Abortion,much really believe equal right mankind unborn lovewins followthrough scotus roevwade science semst,AGAINST
"
2738",Legalization of Abortion,mzwakhe mbuli say doctor nurse paid assassin kill unborn baby give fancy name semst,AGAINST
